THERAPY_TYPE,NAME,COMPOUND__C,CATEGORIES,HCP_ACC,INDICATIONS,CALL_ID,THERAPY_K_TOPIC,THERAPY_TYPE_KEY_ASPECTS,INTERACTION_NUMBER,INTERACTION_STAT,INTERACTION_TYPE,MSL_ID,MSL_NAME,CREATED_DATE,HCP_NUMBER,TL,NPI_NO__PC
Therapy 1,Therapy-925646,Compound 1,Category1,0029y00001PQtUQAA1,Indication 2,v78TR98995YRvSQIYR,Topic 1,Aspect 3,AL737475,Submitted,Face to Face,1293Q881236LqikDIC,19,"Monday, April 1, 2024",Almira Lacer,Others,229299122
Therapy 1,Therapy-925169,Compound 2,Category1,0029y00000m6L4mAAE,Indication 1,v78TR98995YRvKJIYR,Topic 1,Aspect 1,AL736170,Submitted,VC,1293Q881236LqLDIA0,22,"Tuesday, March 19, 2024",Charisse Crome,Others,249856150
Therapy 1,Therapy-925172,Compound 2,Category1,0029y00000g1M6sAAE,Indication 1,v78TR98995YRvRhIYJ,Topic 1,Aspect 1,AL736894,Submitted,Face to Face,1293Q881236VMrzDIG,3,"Tuesday, March 19, 2024",Lloyd Castletine,Others,278942154
Therapy 1,Therapy-925174,Compound 2,Category1,0029y00000g1M6sAAE,Indication 1,v78TR98995YRvQeIYJ,Topic 1,Aspect 3,AL736893,Submitted,Face to Face,1293Q88123708K2DII,20,"Tuesday, March 19, 2024",Cecily Courtliff,Others,304014027
Therapy 1,Therapy-925666,Compound 1,Category1,0029y00000g1UATAA2,Indication 2,v78TR98995YRvUNIYR,Topic 1,Aspect 3,AL737389,Submitted,Telephone,1293Q881236LqRhDIK,19,"Tuesday, April 2, 2024",Melody Simner,Others,302260700
Therapy 1,Therapy-925214,Compound 2,Category1,0029y00000g1O1jAAE,Indication 1,v78TR98995YRvRlIYJ,Topic 1,Aspect 1,AL736963,Submitted,Face to Face,1293Q8812373uiFDIQ,4,"Wednesday, March 20, 2024",Stewart Artindale,TL,243924102
Therapy 1,Therapy-925243,Compound 1,Category1,0029y00000g1GJAAA2,Indication 2,v78TR98995YRvVvIYJ,Topic 1,Aspect 3,AL736722,Submitted,Telephone,1293Q881236LqRGDI0,5,"Wednesday, March 20, 2024",Micky Markushkin,Others,280897062
Therapy 1,Therapy-925694,Compound 2,Category1,0029y00000g1FYHAA2,Indication 1,v78TR98995YRvW0IYJ,Topic 1,Aspect 3,AL737706,Submitted,Telephone,1293Q881236VMrzDIG,22,"Thursday, April 4, 2024",Isaak Brellin,Others,281921124
Therapy 1,Therapy-925263,Compound 2,Category1,0029y00000m5ugBAAQ,Indication 1,v78TR98995YRvE0IYE,Topic 1,Aspect 3,AL737012,Submitted,Face to Face,1293Q8812373uiPDIQ,11,"Thursday, March 21, 2024",Roley Dudleston,TL,250772574
Therapy 1,Therapy-925256,Compound 2,Category1,0029y00000m5E85AAE,Indication 1,v78TR98995YRvRIIYR,Topic 1,Aspect 1,AL737001,Submitted,Telephone,1293Q881236LqRjDIK,19,"Thursday, March 21, 2024",Vinita Belford,Others,248452220
Therapy 1,Therapy-925260,Compound 2,Category1,0029y00000m5E85AAE,Indication 2,v78TR98995YRvd6IYE,Topic 1,Aspect 3,AL737003,Submitted,Telephone,1293Q881236LqRTDI0,25,"Thursday, March 21, 2024",Cherlyn Dani,Others,267783967
Therapy 1,Therapy-925261,Compound 2,Category1,0029y00000m5E85AAE,Indication 2,v78TR98995YRveFIYR,Topic 1,Aspect 3,AL737007,Submitted,Telephone,1293Q881236LqRGDI0,14,"Thursday, March 21, 2024",Clari Sailes,Others,244867739
Therapy 1,Therapy-925279,Compound 2,Category1,0029y00000g1EOJAA2,Indication 2,v78TR98995YRveRIYR,Topic 1,Aspect 3,AL737065,Submitted,Face to Face,1293Q881236LqRTDI0,26,"Thursday, March 21, 2024",Knox Coxen,TL,242526460
Therapy 1,Therapy-925280,Compound 1,Category1,001Hq00003D8mGyIAJ,Indication 2,v78TR98995YRvfwIYE,Topic 1,Aspect 1,AL737066,Submitted,Face to Face,1293Q881236UtQ9DIK,20,"Thursday, March 21, 2024",Clement Stribbling,Others,257595910
Therapy 1,Therapy-925293,Compound 2,Category1,0029y00000g1TEZAA2,Indication 1,v78TR98995YRvh9IYE,Topic 1,Aspect 1,AL737087,Submitted,Face to Face,1293Q881236LqikDIC,10,"Friday, March 22, 2024",Rickie Illingsworth,TL,280452831
Therapy 1,Therapy-925740,Compound 2,Category1,0029y00000g1X4lAAE,Indication 1,v78TR98995YRvV7IYJ,Topic 1,Aspect 1,AL737747,Submitted,Face to Face,1293Q881236LqRjDIK,1,"Friday, April 5, 2024",Clarey Gronauer,Others,270420782
Therapy 1,Therapy-925301,Compound 1,Category1,0029y00000g1Jg0AAE,Indication 2,v78TR98995YRv8KIYR,Topic 1,Aspect 3,AL737080,Submitted,VC,1293Q8812373uiFDIQ,3,"Friday, March 22, 2024",Darnell Beesey,TL,241834553
Therapy 1,Therapy-925302,Compound 1,Category1,0029y00000g1Jg0AAE,Indication 2,v78TR98995YRv8RIYR,Topic 1,Aspect 3,AL737083,Submitted,VC,1293Q8812373uiFDIQ,13,"Friday, March 22, 2024",Persis Joberne,TL,283705727
Therapy 1,Therapy-925310,Compound 2,Category1,0029y00000g1Xn3AAE,Indication 1,v78TR98995YRv9RIYE,Topic 1,Aspect 1,AL734991,Submitted,Telephone,1293Q8812373uiFDIQ,22,"Friday, March 22, 2024",Rosmunda Cereceres,,230935555
Therapy 1,Therapy-925775,Compound 2,Category1,0029y00000g1WGVAA2,Indication 1,v78TR98995YRvY6IYJ,Topic 1,Aspect 3,AL737769,Submitted,Telephone,1293Q8812373uiFDIQ,16,"Saturday, April 6, 2024",Kalinda Drinkall,TL,299256586
Therapy 1,Therapy-925341,Compound 2,Category1,0029y00001CSoESAA1,Indication 1,v78TR98995YRvlRIYR,Topic 1,Aspect 1,AL735019,Submitted,Face to Face,1293Q8812373uiFDIQ,29,"Friday, March 22, 2024",Gusty Tucsell,TL,297945882
Therapy 1,Therapy-925360,Compound 1,Category1,0029y00001Ny9rFAAR,Indication 2,v78TR98995YRvEKIYR,Topic 1,Aspect 3,AL735990,Submitted,Telephone,1293Q8812373uiFDIQ,21,"Saturday, March 23, 2024",Sayre Kitlee,Others,257843047
Therapy 1,Therapy-925361,Compound 2,Category1,0029y00000g1KfVAAU,Indication 1,v78TR98995YRvR8IYE,Topic 1,Aspect 3,AL737118,Submitted,Face to Face,1293Q881236LqRhDIK,5,"Saturday, March 23, 2024",Devi Cosbee,TL,272657157
Therapy 1,Therapy-925806,Compound 1,Category1,0029y00002H48qSAAR,Indication 2,v78TR98995YRvEyIYE,Topic 1,Aspect 3,AL737740,Submitted,Telephone,1293Q881236LqLDIA0,11,"Tuesday, April 9, 2024",Gerta Harmour,Others,267582654
Therapy 1,Therapy-925378,Compound 1,Category1,0029y00000hOMSTAA4,Indication 2,v78TR98995YRveRIYR,Topic 1,Aspect 2,AL737167,Submitted,Telephone,1293Q88123708K2DII,9,"Monday, March 25, 2024",Tobe Kamen,Others,246963472
Therapy 1,Therapy-925815,Compound 2,Category1,0029y00002F8Q2oAAF,Indication 1,v78TR98995YRvq3IYE,Topic 1,Aspect 1,AL737843,Submitted,Face to Face,1293Q88123708K2DII,4,"Wednesday, April 10, 2024",Cornell Doulden,Others,278985979
Therapy 1,Therapy-925380,Compound 2,Category1,0029y00001CSWgHAAX,Indication 1,v78TR98995YRvEEIYR,Topic 1,Aspect 1,AL737110,Submitted,Face to Face,1293Q88123708K2DII,12,"Tuesday, March 26, 2024",Rossy Ellicock,TL,289696446
Therapy 1,Therapy-925381,Compound 2,Category1,0029y00001CSWgHAAX,Indication 2,v78TR98995YRvqIIYR,Topic 1,Aspect 3,AL737117,Submitted,Face to Face,1293Q88123708K2DII,16,"Tuesday, March 26, 2024",Susi Bofield,TL,267100559
Therapy 1,Therapy-925390,Compound 2,Category1,0029y00000g1Q1ZAAU,Indication 1,v78TR98995YRvqRIYE,Topic 1,Aspect 2,AL737154,Submitted,Face to Face,1293Q88123708K2DII,15,"Tuesday, March 26, 2024",Neall Vakhonin,TL,294198394
Therapy 1,Therapy-925836,Compound 2,Category1,0029y00000m6LG4AAM,Indication 2,v78TR98995YRvqRIYE,Topic 1,Aspect 1,AL737705,Submitted,Telephone,1293Q88123708K2DII,17,"Wednesday, April 10, 2024",Lonnie Quick,Others,269769747
Therapy 1,Therapy-925404,Compound 2,Category1,0029y00000m56HKAAY,Indication 1,v78TR98995YRvEJIYR,Topic 1,Aspect 1,AL737198,Submitted,Face to Face,1293Q881236LqRYDI0,20,"Tuesday, March 26, 2024",Kristien Witard,Others,232821917
Therapy 1,Therapy-925416,Compound 1,Category1,0029y00000m5ATFAA2,Indication 2,v78TR98995YRvmYIYR,Topic 1,Aspect 1,AL737000,Submitted,Telephone,1293Q881236VMrzDIG,19,"Tuesday, March 26, 2024",Rebecca Devinn,Others,226262197
Therapy 1,Therapy-925449,Compound 1,Category1,0029y00000g1DjuAAE,Indication 2,v78TR98995YRvVWIYR,Topic 1,Aspect 3,AL737176,Submitted,Face to Face,1293Q881236VMrzDIG,2,"Wednesday, March 27, 2024",Philly Hartnell,Others,289086457
Therapy 1,Therapy-925454,Compound 1,Category1,0029y00000g1DjuAAE,Indication 2,v78TR98995YRvr1IYE,Topic 1,Aspect 3,AL737171,Submitted,Face to Face,1293Q881236LqRODI0,25,"Wednesday, March 27, 2024",Sybila Holgan,Others,299595252
Therapy 1,Therapy-925862,Compound 1,Category1,0029y00000w4SclAAE,Indication 2,v78TR98995YRvs9IYE,Topic 1,Aspect 3,AL737930,Submitted,Face to Face,1293Q881236LqRhDIK,1,"Thursday, April 11, 2024",Garald Guare,TL,262838588
Therapy 1,Therapy-925480,Compound 2,Category1,0029y00000w4V0aAAE,Indication 1,v78TR98995YRvsnIYE,Topic 1,Aspect 3,AL737322,Submitted,Face to Face,1293Q881236VMrzDIG,13,"Wednesday, March 27, 2024",Bryanty McKinley,Others,300125500
Therapy 1,Therapy-925482,Compound 2,Category1,0029y00000w4V0aAAE,Indication 1,v78TR98995YRvyVIYR,Topic 1,Aspect 3,AL737325,Submitted,Face to Face,1293Q881236LqikDIC,13,"Wednesday, March 27, 2024",Katalin Kerbey,Others,258351753
Therapy 1,Therapy-925485,Compound 2,Category1,0029y00002H4cizAAB,Indication 1,v78TR98995YRvi2IYE,Topic 1,Aspect 3,AL737324,Submitted,Face to Face,1293Q881236LqelDIC,9,"Wednesday, March 27, 2024",Breena Lorente,,282784929
Therapy 1,Therapy-925487,Compound 2,Category1,0029y00002H4cizAAB,Indication 1,v78TR98995YRvKOIYR,Topic 1,Aspect 3,AL737329,Submitted,Face to Face,1293Q8812373uiFDIQ,7,"Wednesday, March 27, 2024",Herve Woodford,,292694680
Therapy 1,Therapy-925490,Compound 2,Category1,0029y00000g1Zu7AAE,Indication 1,v78TR98995YRvRNIYR,Topic 1,Aspect 3,AL737330,Submitted,VC,1293Q88123708K2DII,3,"Wednesday, March 27, 2024",Pooh Biskupski,TL,235527471
Therapy 1,Therapy-925491,Compound 2,Category1,0029y00000g1Zu7AAE,Indication 1,v78TR98995YRw02IYE,Topic 1,Aspect 3,AL737331,Submitted,VC,1293Q881236LqelDIC,22,"Wednesday, March 27, 2024",Quintana Penniell,TL,224208152
Therapy 1,Therapy-925492,Compound 2,Category1,0029y00000g1Zu7AAE,Indication 1,v78TR98995YRvvdIYE,Topic 1,Aspect 3,AL737333,Submitted,VC,1293Q8812373uiFDIQ,11,"Wednesday, March 27, 2024",Ruthe Dudeney,TL,278373586
Therapy 1,Therapy-925493,Compound 2,Category1,0029y00000g1Zu7AAE,Indication 1,v78TR98995YRvVlIYJ,Topic 1,Aspect 3,AL737338,Submitted,VC,1293Q881236LqRGDI0,7,"Wednesday, March 27, 2024",Octavia Haggarth,TL,306218658
Therapy 1,Therapy-925494,Compound 2,Category1,0029y00000g1Zu7AAE,Indication 1,v78TR98995YRvXoIYJ,Topic 1,Aspect 3,AL737339,Submitted,VC,1293Q8812373uiFDIQ,6,"Wednesday, March 27, 2024",Karalee Sexon,TL,265789281
Therapy 1,Therapy-925496,Compound 2,Category1,0029y00000g1Zu7AAE,Indication 1,v78TR98995YRw1YIYR,Topic 1,Aspect 3,AL737334,Submitted,VC,1293Q881236LqLDIA0,9,"Wednesday, March 27, 2024",Evita Luxmoore,TL,286749139
Therapy 1,Therapy-925923,Compound 1,Category1,0029y00001CSX6oAAH,Indication 2,v78TR98995YRvRTIYR,Topic 1,Aspect 3,AL738049,Submitted,VC,1293Q881236LqLDIA0,16,"Monday, April 15, 2024",Bank Fernie,Others,285140164
Therapy 1,Therapy-925924,Compound 1,Category1,0029y00001CSX6oAAH,Indication 2,v78TR98995YRw1FIYR,Topic 1,Aspect 3,AL738047,Submitted,VC,1293Q881236UtQ9DIK,12,"Monday, April 15, 2024",Ignacio Najafian,Others,258936710
Therapy 1,Therapy-925927,Compound 2,Category1,0029y00000g1HcfAAE,Indication 1,v78TR98995YRw3gIYE,Topic 1,Aspect 3,AL738056,Submitted,Telephone,1293Q881236LqelDIC,13,"Monday, April 15, 2024",Stearne Ferrandez,Others,292710958
Therapy 1,Therapy-925930,Compound 2,Category1,0029y00000g1VEZAA2,Indication 1,v78TR98995YRw5QIYR,Topic 1,Aspect 3,AL738067,Submitted,Face to Face,1293Q881236LqRjDIK,8,"Monday, April 15, 2024",Jarrett Taylorson,TL,227773952
Therapy 1,Therapy-925932,Compound 2,Category1,0029y00000g1VEZAA2,Indication 1,v78TR98995YRvVRIYR,Topic 1,Aspect 1,AL738061,Submitted,Face to Face,1293Q881236LqLDIA0,4,"Monday, April 15, 2024",Barris Hubbuck,TL,289840715
Therapy 1,Therapy-925948,Compound 2,Category1,001Hq00003IbTlyIAF,Indication 1,v78TR98995YRw0RIYR,Topic 1,Aspect 3,AL737368,Submitted,Telephone,1293Q881236LqRhDIK,11,"Tuesday, April 16, 2024",Wileen Arlett,Others,301560209
Therapy 1,Therapy-925949,Compound 2,Category1,001Hq00003IbTlyIAF,Indication 1,v78TR98995YRvREIYR,Topic 1,Aspect 1,AL737363,Submitted,Telephone,1293Q881236LqRYDI0,20,"Tuesday, April 16, 2024",Rici Losebie,Others,242230614
Therapy 1,Therapy-925942,Compound 2,Category1,0029y00000g1TxMAAU,Indication 1,v78TR98995YRvREIYR,Topic 1,Aspect 1,AL736988,Submitted,Face to Face,1293Q881236LqRYDI0,2,"Tuesday, April 16, 2024",Ethelin Trighton,Others,235486647
Therapy 1,Therapy-925943,Compound 2,Category1,0029y00000g1TxMAAU,Indication 1,v78TR98995YRvEjIYJ,Topic 1,Aspect 3,AL736983,Submitted,Face to Face,1293Q881236LqRYDI0,13,"Tuesday, April 16, 2024",Jewell Mixworthy,Others,300797901
Therapy 1,Therapy-925944,Compound 2,Category1,0029y00000g1TxMAAU,Indication 1,v78TR98995YRvEjIYJ,Topic 1,Aspect 3,AL736989,Submitted,Face to Face,1293Q881236LqRYDI0,22,"Tuesday, April 16, 2024",Franny Spurrier,Others,248684775
Therapy 1,Therapy-925964,Compound 2,Category1,0029y00000YR9t0AAD,Indication 1,v78TR98995YRvEjIYJ,Topic 1,Aspect 1,AL738119,Submitted,Telephone,1293Q881236LqRYDI0,7,"Wednesday, April 17, 2024",Kiley Whinney,Others,247203105
Therapy 1,Therapy-925970,Compound 2,Category1,0029y00000YQ9wOAAT,Indication 1,v78TR98995YRwRkIYJ,Topic 1,Aspect 1,AL738134,Submitted,Face to Face,1293Q88123708K2DII,28,"Wednesday, April 17, 2024",Jourdan Mapholm,Others,226124186
Therapy 1,Therapy-925971,Compound 2,Category1,0029y00000g1E5yAAE,Indication 1,v78TR98995YRvgEIYE,Topic 1,Aspect 3,AL738095,Submitted,VC,1293Q881236LqLDIA0,19,"Wednesday, April 17, 2024",Berkley Gilliatt,TL,271491841
Therapy 1,Therapy-925998,Compound 2,Category1,0029y00000g1TEIAA2,Indication 1,v78TR98995YRwLJIYR,Topic 1,Aspect 3,AL736859,Submitted,Face to Face,1293Q881236LqRTDI0,14,"Thursday, April 18, 2024",Mortimer Bogays,TL,231618016
Therapy 1,Therapy-925999,Compound 2,Category1,0029y00000g1TEIAA2,Indication 1,v78TR98995YRvvTIYR,Topic 1,Aspect 3,AL736859,Submitted,Face to Face,1293Q881236VMrzDIG,7,"Thursday, April 18, 2024",Nero Spellicy,TL,231327031
Therapy 1,Therapy-927928,Compound 2,Category1,0029y00000g1TEIAA2,Indication 1,v78TR98995YRvNfIYJ,Topic 1,Aspect 3,AL736859,Submitted,Face to Face,1293Q8812373uiPDIQ,5,"Thursday, April 18, 2024",Kelci Rablen,TL,243783069
Therapy 1,Therapy-9271452,Compound 2,Category1,0029y00000g1TEIAA2,Indication 1,v78TR98995YRvsTIYR,Topic 1,Aspect 3,AL736859,Submitted,Face to Face,1293Q881236LqLDIA0,5,"Thursday, April 18, 2024",Angie Duddell,TL,280119741
Therapy 1,Therapy-927035,Compound 2,Category1,0029y00000g1UHVAA2,Indication 2,v78TR98995YRvv9IYE,Topic 1,Aspect 1,AL738251,Submitted,Face to Face,1293Q881236LqLDIA0,14,"Friday, April 19, 2024",Adriena Halsworth,TL,292083297
Therapy 1,Therapy-927045,Compound 1,Category1,0029y00000m5xVHAAY,Indication 2,v78TR98995YRvgRIYE,Topic 1,Aspect 1,AL737846,Submitted,Telephone,1293Q8812373uiPDIQ,9,"Friday, April 19, 2024",Kevina Harrowsmith,Others,244755682
Therapy 1,Therapy-927366,Compound 2,Category1,0029y00000YRt9DAAT,Indication 1,v78TR98995YRvrGIYR,Topic 1,Aspect 3,AL738881,Submitted,Face to Face,1293Q8812373uiPDIQ,6,"Monday, May 6, 2024",Ondrea Sinson,Others,227953176
Therapy 1,Therapy-927162,Compound 2,Category1,0029y00000g1FRWAA2,Indication 1,v78TR98995YRy3fIYE,Topic 1,Aspect 3,AL738486,Submitted,Face to Face,1293Q881236LqRhDIK,14,"Thursday, April 25, 2024",Enrica Vaneev,TL,304185511
Therapy 1,Therapy-927164,Compound 2,Category1,0029y00000g1FRWAA2,Indication 1,v78TR98995YRy3uIYE,Topic 1,Aspect 3,AL738486,Submitted,Face to Face,1293Q881236LqLDIA0,5,"Thursday, April 25, 2024",Dov Bakster,TL,240747987
Therapy 1,Therapy-927221,Compound 2,Category1,0029y00000g1STcAAM,Indication 1,v78TR98995YRy3EIYE,Topic 1,Aspect 1,AL738636,Submitted,Face to Face,1293Q881236LqRjDIK,22,"Monday, April 29, 2024",Judie McFadyen,TL,274142229
Therapy 1,Therapy-927222,Compound 2,Category1,0029y00000g1STcAAM,Indication 1,v78TR98995YRy4YIYR,Topic 1,Aspect 3,AL738636,Submitted,Face to Face,1293Q881236LqRjDIK,3,"Monday, April 29, 2024",Roldan McKinie,TL,306371240
Therapy 1,Therapy-927228,Compound 1,Category1,0029y00000g1STcAAM,Indication 2,v78TR98995YRy4xIYE,Topic 1,Aspect 1,AL738636,Submitted,Face to Face,1293Q881236LqRjDIK,30,"Monday, April 29, 2024",Cozmo Yelding,TL,227270889
Therapy 1,Therapy-927229,Compound 1,Category1,0029y00000g1STcAAM,Indication 2,v78TR98995YRy5RIYR,Topic 1,Aspect 1,AL738636,Submitted,Face to Face,1293Q881236LqRhDIK,13,"Monday, April 29, 2024",Sheree Brumble,TL,232556645
Therapy 1,Therapy-927256,Compound 2,Category1,0029y00002F87ddAAB,Indication 1,v78TR98995YRy65IYE,Topic 1,Aspect 3,AL738694,Submitted,Telephone,1293Q881236LqikDIC,2,"Tuesday, April 30, 2024",Raffaello Torri,Others,262030240
Therapy 1,Therapy-927291,Compound 1,Category1,0029y00002H2zmAAAR,Indication 2,v78TR98995YRxxEIYE,Topic 1,Aspect 1,AL738753,Submitted,Telephone,1293Q881236LqLDIA0,23,"Wednesday, May 1, 2024",Nanine Morrell,Others,261182841
Therapy 1,Therapy-927288,Compound 2,Category1,0029y00000g1QUsAAM,Indication 1,v78TR98995YRxdLIYR,Topic 1,Aspect 1,AL738700,Submitted,Face to Face,1293Q881236LqLDIA0,19,"Wednesday, May 1, 2024",Jarret Bettlestone,TL,293335955
Therapy 1,Therapy-927310,Compound 2,Category1,0029y00000m5Ix7AAE,Indication 2,v78TR98995YRy9tIYE,Topic 1,Aspect 3,AL738779,Submitted,Telephone,1293Q881236LqelDIC,25,"Thursday, May 2, 2024",Ileana Luetkemeyer,Others,265096158
Therapy 1,Therapy-927395,Compound 2,Category1,0029y00001CSWjoAAH,Indication 1,v78TR98995YRy9yIYE,Topic 1,Aspect 3,AL738937,Submitted,Face to Face,1293Q881236LqelDIC,27,"Tuesday, May 7, 2024",Krisha Natt,Others,225703807
Therapy 1,Therapy-927435,Compound 2,Category1,0029y00000YRcQYAA1,Indication 1,v78TR98995YRy5HIYR,Topic 1,Aspect 3,AL739019,Submitted,Face to Face,1293Q881236LqRhDIK,3,"Thursday, May 9, 2024",Pyotr Jezzard,,262198920
Therapy 1,Therapy-927473,Compound 2,Category1,0029y00000g1NlQAAU,Indication 1,v78TR98995YRy6eIYE,Topic 1,Aspect 3,AL737935,Submitted,VC,1293Q881236LqRJDI0,22,"Friday, May 10, 2024",Amie Twelvetree,TL,253235660
Therapy 1,Therapy-9275145,Compound 1,Category1,0029y00000g1HkFAAU,Indication 2,v78TR98995Ywyx1IYE,Topic 1,Aspect 3,AL739161,Submitted,Face to Face,1293Q881236LqikDIC,1,"Monday, May 13, 2024",Rhianna Mapstone,TL,223360279
Therapy 1,Therapy-927505,Compound 2,Category1,0029y00000g1Hn3AAE,Indication 1,v78TR98995Ywyx6IYE,Topic 1,Aspect 1,AL739168,Submitted,Face to Face,1293Q881236LqRjDIK,28,"Monday, May 13, 2024",Hubie Reggler,TL,266095284
Therapy 1,Therapy-927521,Compound 2,Category1,0029y00001CSV47AAH,Indication 1,v78TR98995YwyxRIYE,Topic 1,Aspect 3,AL739177,Submitted,Face to Face,1293Q881236UtQ9DIK,3,"Monday, May 13, 2024",Ferdinand Gennrich,TL,301697462
Therapy 1,Therapy-927541,Compound 2,Category1,0029y00000g1ZXHAA2,Indication 1,v78TR98995YRyYDIYR,Topic 1,Aspect 1,AL737877,Submitted,Face to Face,1293Q881236LqLDIA0,30,"Tuesday, May 14, 2024",Ferris Dulwich,Others,269067028
Therapy 1,Therapy-927544,Compound 2,Category1,0029y00000g1TNeAAM,Indication 1,v78TR98995YwyxYIYE,Topic 1,Aspect 3,AL738904,Submitted,Face to Face,1293Q881236LqLDIA0,17,"Tuesday, May 14, 2024",Amitie Pepineaux,Others,271105942
Therapy 1,Therapy-927610,Compound 2,Category1,0029y00000g1L7fAAE,Indication 1,v78TR98995YwyyTIYR,Topic 1,Aspect 3,AL739624,Submitted,Face to Face,1293Q881236LqRhDIK,10,"Thursday, May 16, 2024",Lura Karle,Others,239435226
Therapy 1,Therapy-927601,Compound 2,Category1,0029y00000g1UALAA2,Indication 1,v78TR98995YwR0oIYE,Topic 1,Aspect 3,AL739829,Submitted,Face to Face,1293Q881236LqRjDIK,20,"Thursday, May 16, 2024",Clyve Desborough,Others,240333986
Therapy 1,Therapy-927603,Compound 2,Category1,0029y00000g1UALAA2,Indication 1,v78TR98995YwyvEIYE,Topic 1,Aspect 1,AL739829,Submitted,Face to Face,1293Q881236LqelDIC,12,"Thursday, May 16, 2024",Sherlock Howatt,Others,287958772
Therapy 1,Therapy-927656,Compound 2,Category1,0029y00001PQR0eAAH,Indication 1,v78TR98995YwR1SIYR,Topic 1,Aspect 3,AL720048,Submitted,Face to Face,1293Q881236LqRTDI0,24,"Tuesday, May 21, 2024",Nesta Crowche,TL,253692094
Therapy 1,Therapy-927669,Compound 1,Category1,0029y00000g1FFuAAM,Indication 2,v78TR98995YRy8VIYR,Topic 1,Aspect 1,AL739699,Submitted,Telephone,1293Q881236LqRYDI0,16,"Tuesday, May 21, 2024",Marylou Rodger,TL,230274321
Therapy 1,Therapy-927664,Compound 1,Category1,0029y00001h85hgAAA,Indication 2,v78TR98995YRy8VIYR,Topic 1,Aspect 1,AL738943,Submitted,Telephone,1293Q881236LqRYDI0,23,"Tuesday, May 21, 2024",Kelci Astlet,Others,234936746
Therapy 1,Therapy-927673,Compound 2,Category1,0029y00000g1VegAAE,Indication 1,v78TR98995YRy8VIYR,Topic 1,Aspect 2,AL720102,Submitted,Face to Face,1293Q881236LqRYDI0,7,"Tuesday, May 21, 2024",Tedi Roylance,TL,289335731
Therapy 1,Therapy-927698,Compound 2,Category1,0029y00000g1EFxAAM,Indication 1,v78TR98995YRy8VIYR,Topic 1,Aspect 3,AL720176,Submitted,Face to Face,1293Q881236LqRYDI0,25,"Wednesday, May 22, 2024",Andreana Davidy,TL,232339477
Therapy 1,Therapy-927703,Compound 2,Category1,0029y00000g1VQVAA2,Indication 1,v78TR98995YwR4QIYR,Topic 1,Aspect 1,AL720210,Submitted,Face to Face,1293Q88123708K2DII,1,"Thursday, May 23, 2024",Audrye Arr,TL,227177064
Therapy 1,Therapy-927706,Compound 1,Category1,0029y00000g1VQVAA2,Indication 2,v78TR98995YwR5HIYR,Topic 1,Aspect 1,AL720210,Submitted,Face to Face,1293Q881236LqelDIC,26,"Thursday, May 23, 2024",Miner Drever,TL,242701662
Therapy 1,Therapy-927742,Compound 2,Category1,0029y00000g1OwHAAU,Indication 1,v78TR98995YwR5WIYR,Topic 1,Aspect 3,AL720214,Submitted,Face to Face,1293Q881236LqRhDIK,28,"Tuesday, May 28, 2024",Germaine Aitchinson,TL,292115064
Therapy 1,Therapy-927796,Compound 1,Category1,0029y00000g1NpLAAU,Indication 2,v78TR98995YwR6LIYR,Topic 1,Aspect 1,AL720880,Submitted,Face to Face,1293Q881236LqRTDI0,10,"Friday, May 31, 2024",Farrel De Vile,TL,280478214
Therapy 1,Therapy-927797,Compound 1,Category1,0029y00000g1NpLAAU,Indication 2,v78TR98995YwR6eIYE,Topic 1,Aspect 1,AL720880,Submitted,Face to Face,1293Q881236LqRhDIK,19,"Friday, May 31, 2024",Gaston Breeds,TL,244172664
Therapy 1,Therapy-927816,Compound 1,Category1,0029y00000g1YVXAA2,Indication 2,v78TR98995YwR6tIYE,Topic 1,Aspect 1,AL709031,Submitted,Telephone,1293Q881236LqRhDIK,6,"Friday, May 31, 2024",Garek Ritchman,Others,254028444
Therapy 1,Therapy-092175,Compound 1,Category4,0029y00000YRfUBAA1,Indication 2,v78TR98995YwR86IYE,Topic 2,Aspect 4,AL709032,Submitted,Telephone,1293Q881236LqRjDIK,2,"Friday, October 28, 2022",Esra Kerton,,259674597
Therapy 1,Therapy-0924489,Compound 1,Category1,0029y00001CSWMgAAP,Indication 2,v78TR98995YwR8RIYE,Topic 1,Aspect 3,AL709033,Submitted,Telephone,1293Q881236LqRTDI0,6,"Friday, November 18, 2022",Ruy Sharratt,TL,229619116
Therapy 1,Therapy-0924494,Compound 1,Category1,0029y00000g1MggAAE,Indication 2,v78TR98995YwR90IYE,Topic 1,Aspect 1,AL709034,Submitted,Telephone,1293Q881236LqRTDI0,1,"Saturday, November 19, 2022",Dorena Gaudon,TL,265217501
Therapy 1,Therapy-092535,Compound 1,Category1,0029y00000YRUryAAH,Indication 2,v78TR98995YwR9eIYE,Topic 1,Aspect 3,AL709035,Submitted,Telephone,1293Q881236LqRYDI0,25,"Monday, December 5, 2022",Gustav Mancell,Others,232891192
Therapy 1,Therapy-092576,Compound 1,Category1,0029y00000g1UInAAM,Indication 2,v78TR98995YwR9eIYE,Topic 1,Aspect 1,AL230704,Submitted,Telephone,1293Q881236LqRYDI0,29,"Tuesday, December 13, 2022",Hirsch Kienlein,Others,260002847
